loan_id,customer_id,loan_type,loan_amount,start_date,term_months,interest_rate,status
LOAN406161,CUST017816,Personal,405806,6/12/2025,24,12,Active
LOAN406162,CUST012875,Car,704021,5/21/2025,36,9.5,Active
LOAN406163,CUST040582,Personal,237313,10/19/2025,24,12,Active
LOAN406164,CUST039838,Home,3116711,7/8/2025,60,7.5,Active
LOAN406165,CUST027438,Home,2293272,2/5/2025,60,7.5,Active
LOAN406166,CUST025573,Home,1495543,9/29/2025,60,7.5,Active
LOAN406167,CUST003691,Car,865982,8/6/2025,36,9.5,Active
LOAN406168,CUST046671,Home,1382864,10/24/2025,60,7.5,Active
LOAN406169,CUST040296,Personal,132930,11/24/2025,24,12,Active
LOAN406170,CUST014435,Car,1184144,10/8/2025,36,9.5,Active
LOAN406171,CUST024562,Home,530257,8/16/2025,60,7.5,Active
LOAN406172,CUST029471,Car,1057103,7/24/2025,36,9.5,Active
LOAN406173,CUST003140,Home,1375625,5/8/2025,60,7.5,Closed
LOAN406174,CUST041317,Personal,462069,4/30/2025,24,12,Closed
LOAN406175,CUST044820,Home,2322265,8/27/2025,60,7.5,Active
LOAN406176,CUST024548,Car,471864,8/7/2025,36,9.5,Active
LOAN406177,CUST011855,Home,3048095,8/13/2025,60,7.5,Active
LOAN406178,CUST027898,Personal,181227,1/21/2025,24,12,Active
LOAN406179,CUST036670,Home,3433907,11/7/2025,60,7.5,Active
LOAN406180,CUST010281,Home,1786882,9/11/2025,60,7.5,Active
LOAN406181,CUST033773,Personal,477645,2/13/2025,24,12,Active
LOAN406182,CUST047502,Home,3787041,8/2/2025,60,7.5,Active
LOAN406183,CUST005593,Car,641908,7/19/2025,36,9.5,Active
LOAN406184,CUST021002,Car,1177815,8/3/2025,36,9.5,Active
LOAN406185,CUST022730,Home,1630314,10/8/2025,60,7.5,Active
LOAN406186,CUST037090,Home,3500227,6/29/2025,60,7.5,Active
LOAN406187,CUST008982,Home,3798509,11/30/2025,60,7.5,Closed
LOAN406188,CUST043395,Car,998504,4/24/2025,36,9.5,Active
LOAN406189,CUST025418,Home,4073140,4/23/2025,60,7.5,Active
LOAN406190,CUST012214,Home,3579741,6/10/2025,60,7.5,Active
LOAN406191,CUST025030,Home,4335820,8/17/2025,60,7.5,Active
LOAN406192,CUST046182,Personal,165435,10/17/2025,24,12,Active
LOAN406193,CUST015132,Car,1148178,10/22/2025,36,9.5,Active
LOAN406194,CUST035356,Home,4648866,7/2/2025,60,7.5,Active
LOAN406195,CUST032025,Personal,83204,6/11/2025,24,12,Closed
LOAN406196,CUST031051,Home,1102099,6/30/2025,60,7.5,Active
LOAN406197,CUST015618,Personal,357122,10/12/2025,24,12,Active
LOAN406198,CUST007256,Car,532892,5/4/2025,36,9.5,Active
LOAN406199,CUST048084,Home,1567435,2/8/2025,60,7.5,Active
LOAN406200,CUST006479,Home,1064808,3/8/2025,60,7.5,Active
LOAN406201,CUST043410,Personal,304897,5/31/2025,24,12,Active
LOAN406202,CUST021575,Home,1098492,8/10/2025,60,7.5,Active
LOAN406203,CUST035319,Personal,441375,11/14/2025,24,12,Active
LOAN406204,CUST026387,Car,900118,8/15/2025,36,9.5,Active
LOAN406205,CUST001762,Home,1346600,12/3/2025,60,7.5,Active
LOAN406206,CUST045589,Home,4306347,9/19/2025,60,7.5,Active
LOAN406207,CUST040447,Personal,499762,7/13/2025,24,12,Active
LOAN406208,CUST002442,Car,390932,8/23/2025,36,9.5,Active
LOAN406209,CUST003118,Home,2870447,12/6/2025,60,7.5,Active
LOAN406210,CUST013439,Home,2551818,10/5/2025,60,7.5,Active
LOAN406211,CUST025937,Personal,152687,10/27/2025,24,12,Active
LOAN406212,CUST042175,Home,1143223,7/30/2025,60,7.5,Closed
LOAN406213,CUST029867,Personal,354462,12/9/2025,24,12,Active
LOAN406214,CUST043939,Home,2599021,2/5/2025,60,7.5,Active
LOAN406215,CUST041926,Home,3703051,9/11/2025,60,7.5,Active
LOAN406216,CUST035110,Personal,212021,11/6/2025,24,12,Active
LOAN406217,CUST015117,Home,2348738,5/14/2025,60,7.5,Active
LOAN406218,CUST021937,Car,1004895,6/9/2025,36,9.5,Active
LOAN406219,CUST049335,Home,1203025,12/9/2025,60,7.5,Active
LOAN406220,CUST005588,Home,1251995,7/29/2025,60,7.5,Active
LOAN406221,CUST036153,Personal,454133,7/7/2025,24,12,Active
LOAN406222,CUST010771,Home,1378712,6/13/2025,60,7.5,Active
LOAN406223,CUST028909,Personal,220854,6/13/2025,24,12,Closed
LOAN406224,CUST024096,Car,1207527,6/6/2025,36,9.5,Active
LOAN406225,CUST013337,Car,1481989,8/9/2025,36,9.5,Active
LOAN406226,CUST043507,Car,1429787,9/19/2025,36,9.5,Active
LOAN406227,CUST049199,Car,1403666,4/28/2025,36,9.5,Active
LOAN406228,CUST018554,Home,860851,6/20/2025,60,7.5,Active
LOAN406229,CUST046282,Home,4573835,7/21/2025,60,7.5,Active
LOAN406230,CUST022340,Personal,481058,6/11/2025,24,12,Active
LOAN406231,CUST018924,Home,979205,1/14/2025,60,7.5,Active
LOAN406232,CUST003232,Car,768735,8/2/2025,36,9.5,Active
LOAN406233,CUST047340,Car,449679,3/8/2025,36,9.5,Active
LOAN406234,CUST038767,Home,3910548,11/16/2025,60,7.5,Active
LOAN406235,CUST015593,Home,3609496,9/19/2025,60,7.5,Active
LOAN406236,CUST045774,Home,3252299,3/22/2025,60,7.5,Active
LOAN406237,CUST049650,Home,1094216,6/29/2025,60,7.5,Active
LOAN406238,CUST011986,Personal,418466,5/6/2025,24,12,Active
LOAN406239,CUST012795,Personal,421797,11/18/2025,24,12,Active
LOAN406240,CUST022106,Personal,356354,11/19/2025,24,12,Active
LOAN406241,CUST023314,Home,4936650,12/2/2025,60,7.5,Active
LOAN406242,CUST029312,Home,4928975,3/3/2025,60,7.5,Active
LOAN406243,CUST023130,Personal,305859,3/17/2025,24,12,Active
LOAN406244,CUST014981,Personal,252047,3/24/2025,24,12,Active
LOAN406245,CUST028615,Car,876398,2/20/2025,36,9.5,Active
LOAN406246,CUST010398,Personal,323601,7/14/2025,24,12,Active
LOAN406247,CUST032411,Personal,61887,6/24/2025,24,12,Active
LOAN406248,CUST044306,Personal,466751,11/9/2025,24,12,Active
LOAN406249,CUST019628,Home,3775947,5/28/2025,60,7.5,Active
LOAN406250,CUST006484,Home,1696359,7/12/2025,60,7.5,Active
LOAN406251,CUST023459,Home,3909204,5/3/2025,60,7.5,Active
LOAN406252,CUST026500,Personal,296742,10/26/2025,24,12,Closed
LOAN406253,CUST035041,Home,1694593,10/19/2025,60,7.5,Active
LOAN406254,CUST037020,Home,3604432,5/17/2025,60,7.5,Active
LOAN406255,CUST024604,Personal,227528,8/10/2025,24,12,Active
LOAN406256,CUST045685,Home,4181910,3/12/2025,60,7.5,Active
LOAN406257,CUST025586,Car,775565,12/9/2025,36,9.5,Closed
LOAN406258,CUST008592,Home,1539087,3/14/2025,60,7.5,Active
LOAN406259,CUST018797,Car,1461866,7/31/2025,36,9.5,Active
LOAN406260,CUST031677,Car,1189630,2/9/2025,36,9.5,Active
LOAN406261,CUST019043,Personal,381049,5/25/2025,24,12,Active
LOAN406262,CUST005305,Home,616651,2/27/2025,60,7.5,Active
LOAN406263,CUST014164,Personal,154377,11/15/2025,24,12,Active
LOAN406264,CUST028483,Car,650127,3/6/2025,36,9.5,Active
LOAN406265,CUST014510,Personal,325619,11/21/2025,24,12,Active
LOAN406266,CUST035499,Car,302065,4/8/2025,36,9.5,Active
LOAN406267,CUST005786,Home,1430591,12/3/2025,60,7.5,Active
LOAN406268,CUST002265,Car,1008602,2/15/2025,36,9.5,Active
LOAN406269,CUST027315,Home,4490089,10/31/2025,60,7.5,Active
LOAN406270,CUST017011,Home,3931471,5/19/2025,60,7.5,Active
LOAN406271,CUST001472,Personal,182711,11/17/2025,24,12,Active
LOAN406272,CUST029611,Home,1400901,8/8/2025,60,7.5,Active
LOAN406273,CUST024785,Home,3040736,7/5/2025,60,7.5,Active
LOAN406274,CUST032051,Car,1021057,9/15/2025,36,9.5,Active
LOAN406275,CUST041421,Home,4216561,9/2/2025,60,7.5,Active
LOAN406276,CUST025319,Car,1053607,7/22/2025,36,9.5,Active
LOAN406277,CUST000925,Car,1465168,8/15/2025,36,9.5,Active
LOAN406278,CUST033234,Personal,211130,8/22/2025,24,12,Active
LOAN406279,CUST012779,Home,4110609,1/31/2025,60,7.5,Active
LOAN406280,CUST013924,Personal,420439,10/11/2025,24,12,Active
LOAN406281,CUST034996,Car,1030670,7/28/2025,36,9.5,Active
LOAN406282,CUST034262,Car,565827,2/11/2025,36,9.5,Active
LOAN406283,CUST045304,Car,1047799,12/3/2025,36,9.5,Active
LOAN406284,CUST020674,Personal,98647,8/29/2025,24,12,Active
LOAN406285,CUST014957,Car,700892,10/7/2025,36,9.5,Active
LOAN406286,CUST022370,Car,750271,3/31/2025,36,9.5,Active
LOAN406287,CUST023637,Car,898959,9/27/2025,36,9.5,Active
LOAN406288,CUST005806,Car,908854,4/16/2025,36,9.5,Active
LOAN406289,CUST031797,Home,1249434,7/21/2025,60,7.5,Active
LOAN406290,CUST034727,Personal,338450,3/3/2025,24,12,Active
LOAN406291,CUST014993,Car,534106,4/8/2025,36,9.5,Active
LOAN406292,CUST040590,Home,4863224,3/11/2025,60,7.5,Active
LOAN406293,CUST014884,Car,768005,1/23/2025,36,9.5,Active
LOAN406294,CUST047709,Car,617163,6/28/2025,36,9.5,Active
LOAN406295,CUST038477,Personal,355288,7/30/2025,24,12,Active
LOAN406296,CUST024878,Home,1951168,4/11/2025,60,7.5,Active
LOAN406297,CUST031637,Personal,130339,1/18/2025,24,12,Active
LOAN406298,CUST036193,Personal,61520,11/9/2025,24,12,Active
LOAN406299,CUST043698,Personal,190648,9/12/2025,24,12,Active
LOAN406300,CUST023612,Car,559221,1/28/2025,36,9.5,Closed
LOAN406301,CUST017060,Home,4341523,1/16/2025,60,7.5,Active
LOAN406302,CUST019843,Home,4872446,2/10/2025,60,7.5,Active
LOAN406303,CUST021856,Car,1315336,7/6/2025,36,9.5,Active
LOAN406304,CUST004163,Car,1139725,5/24/2025,36,9.5,Active
LOAN406305,CUST029982,Personal,293056,6/17/2025,24,12,Active
LOAN406306,CUST024735,Car,1477261,11/14/2025,36,9.5,Closed
LOAN406307,CUST042074,Car,706452,12/9/2025,36,9.5,Active
LOAN406308,CUST037232,Home,1690441,7/30/2025,60,7.5,Active
LOAN406309,CUST003202,Personal,321337,10/17/2025,24,12,Active
LOAN406310,CUST001602,Personal,215710,1/13/2025,24,12,Active
LOAN406311,CUST039370,Personal,392155,8/22/2025,24,12,Active
LOAN406312,CUST031516,Car,442488,2/16/2025,36,9.5,Active
LOAN406313,CUST014161,Personal,287868,1/30/2025,24,12,Active
LOAN406314,CUST006493,Personal,330402,10/2/2025,24,12,Active
LOAN406315,CUST028387,Car,577556,3/16/2025,36,9.5,Active
LOAN406316,CUST006422,Personal,187712,1/18/2025,24,12,Active
LOAN406317,CUST001260,Car,1273537,11/18/2025,36,9.5,Active
LOAN406318,CUST015695,Personal,196446,2/15/2025,24,12,Active
LOAN406319,CUST028754,Home,1082215,2/13/2025,60,7.5,Active
LOAN406320,CUST017640,Car,837141,12/9/2025,36,9.5,Active
LOAN406321,CUST038472,Car,617389,5/1/2025,36,9.5,Active
LOAN406322,CUST014398,Home,1003458,8/18/2025,60,7.5,Active
LOAN406323,CUST013793,Home,4479384,1/28/2025,60,7.5,Active
LOAN406324,CUST037600,Car,342911,9/11/2025,36,9.5,Active
LOAN406325,CUST007541,Personal,95604,9/5/2025,24,12,Closed
LOAN406326,CUST017765,Personal,366568,10/26/2025,24,12,Active
LOAN406327,CUST034160,Home,4896820,7/6/2025,60,7.5,Active
LOAN406328,CUST006525,Personal,401713,11/28/2025,24,12,Active
LOAN406329,CUST022679,Home,2389645,2/14/2025,60,7.5,Active
LOAN406330,CUST003845,Home,1076996,8/24/2025,60,7.5,Active
LOAN406331,CUST021995,Car,1376951,5/22/2025,36,9.5,Active
LOAN406332,CUST010101,Car,1141760,1/21/2025,36,9.5,Active
LOAN406333,CUST017487,Personal,202886,8/25/2025,24,12,Active
LOAN406334,CUST010040,Car,563711,4/2/2025,36,9.5,Active
LOAN406335,CUST049133,Personal,433525,12/10/2025,24,12,Active
LOAN406336,CUST006601,Personal,432070,11/24/2025,24,12,Active
LOAN406337,CUST047535,Personal,128483,4/20/2025,24,12,Active
LOAN406338,CUST018758,Car,1288724,2/22/2025,36,9.5,Active
LOAN406339,CUST045044,Home,3119404,5/18/2025,60,7.5,Active
LOAN406340,CUST019736,Car,833725,12/6/2025,36,9.5,Active
LOAN406341,CUST044978,Home,3659520,9/24/2025,60,7.5,Active
LOAN406342,CUST033292,Car,1395347,2/24/2025,36,9.5,Active
LOAN406343,CUST026291,Home,4394821,10/21/2025,60,7.5,Active
LOAN406344,CUST033459,Home,1059281,7/28/2025,60,7.5,Active
LOAN406345,CUST033459,Home,4664381,2/28/2025,60,7.5,Active
LOAN406346,CUST021985,Personal,277241,6/25/2025,24,12,Active
LOAN406347,CUST049518,Personal,267138,5/19/2025,24,12,Active
LOAN406348,CUST021491,Personal,157965,6/3/2025,24,12,Active
LOAN406349,CUST022544,Personal,248072,4/24/2025,24,12,Active
LOAN406350,CUST037288,Home,3361122,7/16/2025,60,7.5,Closed
LOAN406351,CUST024213,Home,2359003,9/3/2025,60,7.5,Active
LOAN406352,CUST017427,Home,1705219,1/17/2025,60,7.5,Active
LOAN406353,CUST001009,Car,520400,2/28/2025,36,9.5,Active
LOAN406354,CUST046474,Personal,417677,7/22/2025,24,12,Closed
LOAN406355,CUST009873,Personal,120406,3/27/2025,24,12,Active
LOAN406356,CUST030945,Car,857059,7/5/2025,36,9.5,Active
LOAN406357,CUST037372,Car,668613,9/11/2025,36,9.5,Active
LOAN406358,CUST042421,Personal,398813,9/3/2025,24,12,Active
LOAN406359,CUST024544,Home,1104018,2/7/2025,60,7.5,Active
LOAN406360,CUST041850,Car,1382861,9/19/2025,36,9.5,Active
LOAN406361,CUST024271,Home,815164,9/25/2025,60,7.5,Active
LOAN406362,CUST036171,Personal,144435,8/1/2025,24,12,Active
LOAN406363,CUST008185,Car,415616,4/4/2025,36,9.5,Active
LOAN406364,CUST006485,Car,1116902,6/2/2025,36,9.5,Active
LOAN406365,CUST020496,Car,673712,11/6/2025,36,9.5,Active
LOAN406366,CUST017742,Personal,459497,7/5/2025,24,12,Active
LOAN406367,CUST014828,Home,3865548,12/8/2025,60,7.5,Active
LOAN406368,CUST040374,Car,1146193,4/30/2025,36,9.5,Active
LOAN406369,CUST000811,Home,1497264,8/11/2025,60,7.5,Active
LOAN406370,CUST008096,Car,842800,11/27/2025,36,9.5,Active
LOAN406371,CUST002068,Car,1172490,6/8/2025,36,9.5,Active
LOAN406372,CUST046872,Home,4751321,9/16/2025,60,7.5,Active
LOAN406373,CUST019036,Home,799749,10/11/2025,60,7.5,Closed
LOAN406374,CUST013058,Personal,408993,5/15/2025,24,12,Active
LOAN406375,CUST045074,Car,1283774,7/10/2025,36,9.5,Active
LOAN406376,CUST044070,Personal,57102,3/8/2025,24,12,Active
LOAN406377,CUST024307,Home,4366422,9/28/2025,60,7.5,Active
LOAN406378,CUST029523,Car,684861,9/23/2025,36,9.5,Active
LOAN406379,CUST025017,Car,860528,7/20/2025,36,9.5,Active
LOAN406380,CUST001241,Home,3929187,2/3/2025,60,7.5,Active
LOAN406381,CUST043890,Car,426827,1/18/2025,36,9.5,Active
LOAN406382,CUST045314,Home,4753405,11/12/2025,60,7.5,Active
LOAN406383,CUST028562,Car,891099,7/9/2025,36,9.5,Active
LOAN406384,CUST031698,Car,379816,10/3/2025,36,9.5,Active
LOAN406385,CUST008512,Car,813798,3/20/2025,36,9.5,Active
LOAN406386,CUST016729,Home,4797511,8/12/2025,60,7.5,Active
LOAN406387,CUST045931,Personal,415415,1/18/2025,24,12,Active
LOAN406388,CUST001100,Car,689978,8/12/2025,36,9.5,Active
LOAN406389,CUST047742,Personal,287929,10/13/2025,24,12,Active
LOAN406390,CUST001943,Car,1136273,5/4/2025,36,9.5,Active
LOAN406391,CUST019900,Home,1861436,6/20/2025,60,7.5,Active
LOAN406392,CUST048960,Home,2665312,5/1/2025,60,7.5,Active
LOAN406393,CUST023663,Personal,126863,10/16/2025,24,12,Active
LOAN406394,CUST024249,Home,4531560,5/1/2025,60,7.5,Active
LOAN406395,CUST027080,Personal,414867,11/5/2025,24,12,Closed
LOAN406396,CUST036401,Car,614684,11/1/2025,36,9.5,Active
LOAN406397,CUST000787,Home,4458723,4/25/2025,60,7.5,Active
LOAN406398,CUST036381,Personal,459038,8/13/2025,24,12,Active
LOAN406399,CUST015835,Home,2592712,6/13/2025,60,7.5,Active
LOAN406400,CUST025031,Personal,131530,2/2/2025,24,12,Active
LOAN406401,CUST018983,Home,2845170,6/24/2025,60,7.5,Active
LOAN406402,CUST006076,Car,918880,11/22/2025,36,9.5,Active
LOAN406403,CUST032264,Car,637739,5/19/2025,36,9.5,Active
LOAN406404,CUST010247,Home,4378255,7/5/2025,60,7.5,Closed
LOAN406405,CUST044039,Home,4473589,10/21/2025,60,7.5,Active
LOAN406406,CUST043446,Car,951485,5/16/2025,36,9.5,Active
LOAN406407,CUST036833,Car,366497,11/12/2025,36,9.5,Active
LOAN406408,CUST027213,Car,368141,5/25/2025,36,9.5,Active
LOAN406409,CUST017399,Home,1221117,8/23/2025,60,7.5,Active
LOAN406410,CUST042761,Home,1893127,2/9/2025,60,7.5,Active
LOAN406411,CUST049435,Car,566738,9/1/2025,36,9.5,Active
LOAN406412,CUST019319,Home,3894626,6/20/2025,60,7.5,Active
LOAN406413,CUST012619,Home,2944296,4/13/2025,60,7.5,Active
LOAN406414,CUST014771,Car,503556,3/26/2025,36,9.5,Active
LOAN406415,CUST009927,Car,1379359,3/16/2025,36,9.5,Active
LOAN406416,CUST007018,Home,2941570,5/26/2025,60,7.5,Active
LOAN406417,CUST031113,Home,4710710,2/14/2025,60,7.5,Active
LOAN406418,CUST040860,Personal,144183,2/16/2025,24,12,Active
LOAN406419,CUST004530,Car,661752,11/6/2025,36,9.5,Active
LOAN406420,CUST019573,Personal,271031,7/19/2025,24,12,Active
LOAN406421,CUST033894,Personal,254351,3/27/2025,24,12,Active
LOAN406422,CUST036992,Personal,315494,5/2/2025,24,12,Active
LOAN406423,CUST035852,Personal,333295,6/14/2025,24,12,Active
LOAN406424,CUST003508,Personal,406291,11/22/2025,24,12,Active
LOAN406425,CUST009163,Home,4753794,5/19/2025,60,7.5,Active
LOAN406426,CUST023660,Personal,194894,3/25/2025,24,12,Active
LOAN406427,CUST005777,Personal,190532,5/18/2025,24,12,Active
LOAN406428,CUST049298,Car,335668,11/17/2025,36,9.5,Active
LOAN406429,CUST017863,Car,412011,3/13/2025,36,9.5,Active
LOAN406430,CUST007881,Personal,67828,3/11/2025,24,12,Active
LOAN406431,CUST035956,Personal,204048,4/9/2025,24,12,Active
LOAN406432,CUST032208,Home,3299914,1/13/2025,60,7.5,Active
LOAN406433,CUST040594,Personal,257048,4/8/2025,24,12,Active
LOAN406434,CUST044640,Car,345806,3/12/2025,36,9.5,Closed
LOAN406435,CUST020226,Car,568388,2/26/2025,36,9.5,Active
LOAN406436,CUST044092,Personal,442494,8/22/2025,24,12,Active
LOAN406437,CUST019655,Car,1257210,3/7/2025,36,9.5,Active
LOAN406438,CUST008125,Home,2701036,5/28/2025,60,7.5,Active
LOAN406439,CUST036925,Home,4982269,11/8/2025,60,7.5,Active
LOAN406440,CUST000415,Home,4119535,9/21/2025,60,7.5,Active
LOAN406441,CUST049391,Home,640083,4/3/2025,60,7.5,Active
LOAN406442,CUST017617,Car,1394525,11/20/2025,36,9.5,Active
LOAN406443,CUST046778,Home,1364902,8/29/2025,60,7.5,Active
LOAN406444,CUST040831,Home,3914020,1/22/2025,60,7.5,Active
LOAN406445,CUST016540,Home,4896350,4/24/2025,60,7.5,Active
LOAN406446,CUST028936,Personal,480031,1/14/2025,24,12,Active
LOAN406447,CUST013794,Home,943357,5/26/2025,60,7.5,Active
LOAN406448,CUST002214,Car,1317309,5/3/2025,36,9.5,Closed
LOAN406449,CUST029782,Personal,190615,9/6/2025,24,12,Closed
LOAN406450,CUST020000,Car,1320962,4/3/2025,36,9.5,Active
LOAN406451,CUST012443,Home,1308249,6/16/2025,60,7.5,Active
LOAN406452,CUST030200,Home,2230000,3/15/2025,60,7.5,Active
LOAN406453,CUST004328,Car,1212617,7/3/2025,36,9.5,Active
LOAN406454,CUST018203,Personal,278794,8/25/2025,24,12,Active
LOAN406455,CUST024279,Car,401364,9/19/2025,36,9.5,Active
LOAN406456,CUST009046,Personal,448101,7/10/2025,24,12,Active
LOAN406457,CUST033073,Home,568774,8/1/2025,60,7.5,Active
LOAN406458,CUST038129,Car,537381,4/10/2025,36,9.5,Active
LOAN406459,CUST031120,Home,3528605,3/12/2025,60,7.5,Active
LOAN406460,CUST029858,Personal,252949,5/14/2025,24,12,Active
LOAN406461,CUST030530,Car,997505,2/27/2025,36,9.5,Active
LOAN406462,CUST020366,Personal,121296,3/19/2025,24,12,Active
LOAN406463,CUST029931,Personal,109211,7/21/2025,24,12,Active
LOAN406464,CUST034114,Home,3199141,11/5/2025,60,7.5,Active
LOAN406465,CUST029620,Car,920618,6/13/2025,36,9.5,Active
LOAN406466,CUST036119,Home,2586219,8/13/2025,60,7.5,Active
LOAN406467,CUST026620,Personal,439910,3/26/2025,24,12,Active
LOAN406468,CUST012803,Home,2553243,1/18/2025,60,7.5,Active
LOAN406469,CUST044185,Home,3378376,4/8/2025,60,7.5,Active
LOAN406470,CUST047720,Home,2905985,5/27/2025,60,7.5,Active
LOAN406471,CUST012107,Home,1337912,7/15/2025,60,7.5,Active
LOAN406472,CUST011473,Car,1465155,8/19/2025,36,9.5,Active
LOAN406473,CUST032091,Personal,218743,4/28/2025,24,12,Active
LOAN406474,CUST042162,Home,1486431,6/26/2025,60,7.5,Active
LOAN406475,CUST034223,Personal,385993,3/19/2025,24,12,Active
LOAN406476,CUST038018,Home,4303343,4/1/2025,60,7.5,Active
LOAN406477,CUST004709,Home,4496719,1/19/2025,60,7.5,Closed
LOAN406478,CUST033330,Home,784501,9/15/2025,60,7.5,Active
LOAN406479,CUST003287,Car,1036639,4/21/2025,36,9.5,Active
LOAN406480,CUST043121,Car,447935,11/18/2025,36,9.5,Active
LOAN406481,CUST028641,Personal,92093,10/7/2025,24,12,Closed
LOAN406482,CUST008738,Car,1183596,6/25/2025,36,9.5,Active
LOAN406483,CUST007500,Personal,362083,4/17/2025,24,12,Active
LOAN406484,CUST042952,Home,2526416,6/17/2025,60,7.5,Active
LOAN406485,CUST004678,Car,975838,3/14/2025,36,9.5,Active
LOAN406486,CUST028270,Home,1945573,8/27/2025,60,7.5,Active
LOAN406487,CUST016729,Personal,391091,3/31/2025,24,12,Active
LOAN406488,CUST029895,Personal,460441,9/4/2025,24,12,Active
LOAN406489,CUST037130,Car,1208845,4/21/2025,36,9.5,Active
LOAN406490,CUST015673,Home,1271979,9/16/2025,60,7.5,Active
LOAN406491,CUST019675,Personal,427620,10/7/2025,24,12,Active
LOAN406492,CUST019922,Car,1009139,5/23/2025,36,9.5,Active
LOAN406493,CUST023903,Personal,156402,9/10/2025,24,12,Active
LOAN406494,CUST018365,Car,949901,8/11/2025,36,9.5,Active
LOAN406495,CUST019969,Personal,373703,12/2/2025,24,12,Active
LOAN406496,CUST014513,Personal,453357,9/2/2025,24,12,Active
LOAN406497,CUST004033,Home,596307,3/18/2025,60,7.5,Active
LOAN406498,CUST047493,Car,859385,3/30/2025,36,9.5,Active
LOAN406499,CUST011277,Personal,305109,4/29/2025,24,12,Active
LOAN406500,CUST010994,Personal,401828,6/30/2025,24,12,Active
LOAN406501,CUST044691,Personal,298643,3/27/2025,24,12,Active
LOAN406502,CUST048138,Personal,404560,9/20/2025,24,12,Active
LOAN406503,CUST010192,Home,4076815,2/12/2025,60,7.5,Active
LOAN406504,CUST027570,Car,1383727,4/5/2025,36,9.5,Active
LOAN406505,CUST034152,Personal,394116,7/7/2025,24,12,Active
LOAN406506,CUST039018,Car,1014999,3/19/2025,36,9.5,Active
LOAN406507,CUST048344,Personal,64230,3/19/2025,24,12,Active
LOAN406508,CUST018426,Personal,447800,8/31/2025,24,12,Active
LOAN406509,CUST020673,Car,645065,5/30/2025,36,9.5,Active
LOAN406510,CUST002167,Personal,338051,1/25/2025,24,12,Active
LOAN406511,CUST011962,Personal,57248,5/26/2025,24,12,Active
LOAN406512,CUST039811,Personal,362184,7/26/2025,24,12,Active
LOAN406513,CUST049780,Personal,439034,5/26/2025,24,12,Active
LOAN406514,CUST045641,Car,1413168,6/8/2025,36,9.5,Active
LOAN406515,CUST017935,Car,633155,4/16/2025,36,9.5,Active
LOAN406516,CUST040225,Car,718841,10/26/2025,36,9.5,Active
LOAN406517,CUST004091,Car,777448,12/9/2025,36,9.5,Closed
LOAN406518,CUST006523,Home,3866131,8/31/2025,60,7.5,Closed
LOAN406519,CUST030322,Home,2921444,11/19/2025,60,7.5,Active
LOAN406520,CUST036501,Home,1665516,4/20/2025,60,7.5,Active
LOAN406521,CUST040447,Personal,382439,3/26/2025,24,12,Active
LOAN406522,CUST007240,Home,1708640,7/16/2025,60,7.5,Active
LOAN406523,CUST000202,Car,986561,3/26/2025,36,9.5,Active
LOAN406524,CUST002912,Personal,450881,6/12/2025,24,12,Active
LOAN406525,CUST048904,Car,1091670,8/16/2025,36,9.5,Active
LOAN406526,CUST025513,Car,653268,5/4/2025,36,9.5,Active
LOAN406527,CUST004786,Home,2020806,5/12/2025,60,7.5,Active
LOAN406528,CUST042220,Car,666830,9/23/2025,36,9.5,Active
LOAN406529,CUST026870,Home,3496474,6/12/2025,60,7.5,Active
LOAN406530,CUST037164,Car,567799,8/19/2025,36,9.5,Active
LOAN406531,CUST018792,Personal,108532,8/21/2025,24,12,Active
LOAN406532,CUST026047,Personal,60295,5/30/2025,24,12,Active
LOAN406533,CUST019621,Home,910132,12/9/2025,60,7.5,Active
LOAN406534,CUST041400,Home,970991,10/19/2025,60,7.5,Active
LOAN406535,CUST022212,Car,675073,9/18/2025,36,9.5,Active
LOAN406536,CUST036882,Home,1191986,11/26/2025,60,7.5,Active
LOAN406537,CUST025255,Home,509552,6/26/2025,60,7.5,Active
LOAN406538,CUST030243,Home,3789847,12/10/2025,60,7.5,Active
LOAN406539,CUST033828,Home,2148094,3/26/2025,60,7.5,Active
LOAN406540,CUST015584,Home,3447795,10/22/2025,60,7.5,Active
LOAN406541,CUST048228,Home,2631725,8/29/2025,60,7.5,Closed
LOAN406542,CUST017308,Car,757534,9/17/2025,36,9.5,Active
LOAN406543,CUST009078,Car,1007744,5/26/2025,36,9.5,Active
LOAN406544,CUST016331,Car,1222565,9/25/2025,36,9.5,Active
LOAN406545,CUST010574,Personal,249368,11/18/2025,24,12,Active
LOAN406546,CUST046262,Car,595061,7/9/2025,36,9.5,Active
LOAN406547,CUST004228,Home,2798917,12/10/2025,60,7.5,Active
LOAN406548,CUST045644,Personal,316803,6/30/2025,24,12,Active
LOAN406549,CUST044098,Personal,161621,1/20/2025,24,12,Active
LOAN406550,CUST006007,Car,360274,6/20/2025,36,9.5,Active
LOAN406551,CUST036163,Car,1334337,8/15/2025,36,9.5,Active
LOAN406552,CUST013299,Home,1683515,10/22/2025,60,7.5,Active
LOAN406553,CUST039951,Car,551749,2/18/2025,36,9.5,Active
LOAN406554,CUST037849,Personal,184307,6/3/2025,24,12,Active
LOAN406555,CUST008620,Car,620310,1/24/2025,36,9.5,Active
LOAN406556,CUST000758,Personal,183418,11/5/2025,24,12,Active
