cc_id,customer_id,card_type,limit,usage_last_month,status
CC508393,CUST013463,Platinum,200000,133582,Active
CC508394,CUST012930,Platinum,200000,167343,Active
CC508395,CUST046366,Platinum,200000,44011,Active
CC508396,CUST022821,Platinum,200000,153664,Active
CC508397,CUST031756,Platinum,200000,62129,Active
CC508398,CUST008070,Platinum,200000,78629,Active
CC508399,CUST040238,Gold,100000,312,Active
CC508400,CUST034730,Platinum,200000,135347,Active
CC508401,CUST048201,Platinum,200000,102693,Active
CC508402,CUST025730,Classic,50000,4149,Active
CC508403,CUST005144,Gold,100000,72760,Active
CC508404,CUST024144,Platinum,200000,55614,Active
CC508405,CUST042201,Platinum,200000,94571,Active
CC508406,CUST039566,Classic,50000,31680,Active
CC508407,CUST044618,Platinum,200000,50540,Active
CC508408,CUST024812,Classic,50000,36344,Active
CC508409,CUST036404,Classic,50000,581,Active
CC508410,CUST026854,Gold,100000,37735,Active
CC508411,CUST049955,Classic,50000,27473,Active
CC508412,CUST048470,Platinum,200000,33366,Active
CC508413,CUST000765,Gold,100000,29606,Active
CC508414,CUST036799,Platinum,200000,12735,Active
CC508415,CUST043987,Gold,100000,39770,Active
CC508416,CUST017270,Gold,100000,79567,Active
CC508417,CUST018327,Classic,50000,4173,Active
CC508418,CUST008936,Gold,100000,21857,Active
CC508419,CUST034213,Platinum,200000,92595,Active
CC508420,CUST002234,Platinum,200000,145404,Active
CC508421,CUST039070,Platinum,200000,132884,Blocked
CC508422,CUST046780,Platinum,200000,1958,Active
CC508423,CUST007762,Platinum,200000,45418,Active
CC508424,CUST023713,Classic,50000,15561,Active
CC508425,CUST001427,Classic,50000,5131,Active
CC508426,CUST010141,Gold,100000,11635,Active
CC508427,CUST042091,Gold,100000,44946,Active
CC508428,CUST047574,Platinum,200000,101602,Active
CC508429,CUST043213,Gold,100000,59483,Active
CC508430,CUST049299,Classic,50000,33613,Active
CC508431,CUST010853,Platinum,200000,64478,Active
CC508432,CUST015221,Platinum,200000,73151,Active
CC508433,CUST005092,Classic,50000,38723,Active
CC508434,CUST015664,Platinum,200000,191353,Active
CC508435,CUST033955,Gold,100000,24970,Active
CC508436,CUST026430,Platinum,200000,131016,Blocked
CC508437,CUST000011,Gold,100000,56452,Active
CC508438,CUST046429,Platinum,200000,27479,Active
CC508439,CUST004455,Classic,50000,11296,Active
CC508440,CUST001472,Classic,50000,11462,Active
CC508441,CUST031492,Platinum,200000,149806,Active
CC508442,CUST035281,Platinum,200000,7399,Active
CC508443,CUST022656,Gold,100000,12265,Active
CC508444,CUST033026,Platinum,200000,147836,Active
CC508445,CUST042125,Platinum,200000,155436,Active
CC508446,CUST017242,Classic,50000,29611,Active
CC508447,CUST029532,Classic,50000,39933,Active
CC508448,CUST048962,Platinum,200000,183626,Active
CC508449,CUST011195,Classic,50000,21988,Active
CC508450,CUST013401,Platinum,200000,79716,Active
CC508451,CUST007443,Gold,100000,84237,Active
CC508452,CUST044277,Platinum,200000,153769,Active
CC508453,CUST046944,Classic,50000,48264,Active
CC508454,CUST000428,Gold,100000,49589,Active
CC508455,CUST005978,Platinum,200000,185532,Active
CC508456,CUST004124,Classic,50000,31791,Active
CC508457,CUST034673,Gold,100000,77128,Active
CC508458,CUST040558,Platinum,200000,67584,Active
CC508459,CUST004756,Platinum,200000,43713,Active
CC508460,CUST030215,Platinum,200000,65147,Active
CC508461,CUST006620,Classic,50000,28812,Active
CC508462,CUST030023,Platinum,200000,142310,Active
CC508463,CUST042976,Gold,100000,99342,Active
CC508464,CUST049691,Platinum,200000,30218,Active
CC508465,CUST043331,Platinum,200000,165677,Active
CC508466,CUST047794,Platinum,200000,44597,Active
CC508467,CUST027654,Gold,100000,67576,Active
CC508468,CUST028979,Gold,100000,1517,Active
CC508469,CUST049129,Gold,100000,44003,Active
CC508470,CUST011936,Platinum,200000,170528,Blocked
CC508471,CUST028560,Gold,100000,75716,Active
CC508472,CUST035102,Platinum,200000,86219,Active
CC508473,CUST016192,Classic,50000,31464,Active
CC508474,CUST027877,Platinum,200000,199036,Active
CC508475,CUST028136,Gold,100000,67621,Active
CC508476,CUST033472,Platinum,200000,134612,Active
CC508477,CUST002739,Platinum,200000,53228,Active
CC508478,CUST041464,Platinum,200000,69505,Active
CC508479,CUST018886,Platinum,200000,115644,Active
CC508480,CUST034278,Classic,50000,4755,Active
CC508481,CUST000879,Platinum,200000,99097,Active
CC508482,CUST039794,Gold,100000,98523,Active
CC508483,CUST029113,Gold,100000,2188,Active
CC508484,CUST049220,Platinum,200000,4132,Active
CC508485,CUST008780,Classic,50000,28356,Active
CC508486,CUST024506,Classic,50000,48817,Active
CC508487,CUST010221,Platinum,200000,24369,Active
CC508488,CUST046599,Platinum,200000,101126,Active
CC508489,CUST000009,Gold,100000,74110,Active
CC508490,CUST015476,Platinum,200000,184388,Active
CC508491,CUST035293,Gold,100000,32050,Active
CC508492,CUST045528,Classic,50000,35428,Active
CC508493,CUST000085,Platinum,200000,171349,Active
CC508494,CUST027653,Platinum,200000,176787,Active
CC508495,CUST039156,Gold,100000,96731,Active
CC508496,CUST019378,Gold,100000,56309,Active
CC508497,CUST036655,Classic,50000,32711,Active
CC508498,CUST000184,Classic,50000,13145,Active
CC508499,CUST024726,Platinum,200000,30175,Active
CC508500,CUST034497,Gold,100000,94128,Active
CC508501,CUST024992,Platinum,200000,44059,Active
CC508502,CUST044865,Classic,50000,16150,Active
CC508503,CUST019060,Gold,100000,77672,Active
CC508504,CUST032684,Classic,50000,26035,Active
CC508505,CUST034989,Classic,50000,49648,Active
CC508506,CUST020520,Platinum,200000,45161,Active
CC508507,CUST035282,Gold,100000,71269,Active
CC508508,CUST024969,Platinum,200000,24782,Active
CC508509,CUST009290,Gold,100000,60457,Active
CC508510,CUST030916,Platinum,200000,126191,Active
CC508511,CUST033262,Classic,50000,46729,Active
CC508512,CUST049803,Gold,100000,38575,Active
CC508513,CUST014744,Classic,50000,23448,Active
CC508514,CUST036490,Gold,100000,14958,Active
CC508515,CUST022808,Gold,100000,99585,Active
CC508516,CUST010967,Classic,50000,11109,Active
CC508517,CUST010989,Classic,50000,21271,Active
CC508518,CUST014322,Platinum,200000,38960,Active
CC508519,CUST017996,Platinum,200000,163653,Active
CC508520,CUST049179,Platinum,200000,144756,Active
CC508521,CUST010640,Platinum,200000,188147,Active
CC508522,CUST046579,Gold,100000,6388,Active
CC508523,CUST030223,Classic,50000,37730,Active
CC508524,CUST016714,Gold,100000,77742,Active
CC508525,CUST035299,Platinum,200000,68052,Active
CC508526,CUST014920,Gold,100000,40772,Active
CC508527,CUST030593,Gold,100000,10952,Active
CC508528,CUST016149,Classic,50000,46607,Active
CC508529,CUST040389,Gold,100000,28994,Active
CC508530,CUST027275,Platinum,200000,119243,Active
CC508531,CUST019316,Classic,50000,41079,Active
CC508532,CUST032789,Classic,50000,38383,Active
CC508533,CUST039698,Gold,100000,28354,Active
CC508534,CUST003820,Gold,100000,87134,Active
CC508535,CUST010944,Gold,100000,80730,Active
CC508536,CUST035286,Gold,100000,29911,Active
CC508537,CUST007420,Classic,50000,10137,Active
CC508538,CUST000988,Platinum,200000,119074,Active
CC508539,CUST029495,Gold,100000,54686,Active
CC508540,CUST040490,Platinum,200000,151310,Active
CC508541,CUST021477,Gold,100000,11239,Active
CC508542,CUST005909,Platinum,200000,69505,Blocked
CC508543,CUST006732,Gold,100000,85191,Active
CC508544,CUST036683,Classic,50000,20767,Active
CC508545,CUST036963,Gold,100000,32935,Active
CC508546,CUST038815,Classic,50000,5004,Blocked
CC508547,CUST040259,Gold,100000,39722,Active
CC508548,CUST033987,Gold,100000,2121,Active
CC508549,CUST042639,Classic,50000,23026,Blocked
CC508550,CUST007609,Gold,100000,21374,Active
CC508551,CUST045443,Gold,100000,52072,Active
CC508552,CUST011982,Gold,100000,75353,Active
CC508553,CUST006611,Classic,50000,27203,Active
CC508554,CUST017088,Classic,50000,26599,Active
CC508555,CUST026631,Classic,50000,45,Active
CC508556,CUST012318,Gold,100000,60062,Active
CC508557,CUST009536,Platinum,200000,129544,Active
CC508558,CUST045078,Platinum,200000,85137,Active
CC508559,CUST048675,Platinum,200000,1116,Active
CC508560,CUST028487,Classic,50000,24167,Active
CC508561,CUST045005,Classic,50000,13938,Active
CC508562,CUST009158,Gold,100000,24148,Active
CC508563,CUST009326,Classic,50000,8637,Active
CC508564,CUST025812,Platinum,200000,91172,Active
CC508565,CUST037133,Gold,100000,74286,Active
CC508566,CUST010561,Classic,50000,12066,Active
CC508567,CUST046726,Classic,50000,41605,Active
CC508568,CUST032165,Gold,100000,83735,Active
CC508569,CUST034769,Platinum,200000,30436,Active
CC508570,CUST006354,Platinum,200000,157166,Active
CC508571,CUST013908,Platinum,200000,141014,Active
CC508572,CUST024004,Platinum,200000,36728,Active
CC508573,CUST040275,Platinum,200000,25564,Active
CC508574,CUST027070,Gold,100000,21004,Active
CC508575,CUST014006,Platinum,200000,6195,Active
CC508576,CUST042861,Platinum,200000,119002,Active
CC508577,CUST018328,Classic,50000,18400,Active
CC508578,CUST024567,Platinum,200000,113592,Active
CC508579,CUST015689,Platinum,200000,191894,Active
CC508580,CUST014612,Gold,100000,97454,Active
CC508581,CUST006838,Gold,100000,16016,Active
CC508582,CUST004109,Classic,50000,9048,Active
CC508583,CUST008239,Classic,50000,11067,Active
CC508584,CUST007559,Platinum,200000,100098,Active
CC508585,CUST017742,Platinum,200000,120805,Active
CC508586,CUST015401,Gold,100000,71514,Active
CC508587,CUST009631,Gold,100000,54446,Active
CC508588,CUST005647,Gold,100000,75730,Active
CC508589,CUST020156,Classic,50000,39107,Active
CC508590,CUST049615,Gold,100000,33417,Active
CC508591,CUST009006,Platinum,200000,3336,Active
CC508592,CUST039981,Classic,50000,34065,Active
CC508593,CUST042194,Platinum,200000,73087,Active
CC508594,CUST013342,Platinum,200000,65276,Active
CC508595,CUST007012,Platinum,200000,122882,Active
CC508596,CUST015221,Gold,100000,72069,Active
CC508597,CUST010597,Gold,100000,17376,Active
CC508598,CUST025831,Platinum,200000,97808,Active
CC508599,CUST013600,Platinum,200000,82603,Active
CC508600,CUST037381,Gold,100000,38368,Active
CC508601,CUST019254,Platinum,200000,4901,Active
CC508602,CUST012877,Gold,100000,46747,Active
CC508603,CUST023110,Classic,50000,28736,Active
CC508604,CUST046141,Gold,100000,65416,Active
CC508605,CUST028681,Platinum,200000,159487,Active
CC508606,CUST049296,Platinum,200000,38634,Active
CC508607,CUST010719,Classic,50000,3491,Active
CC508608,CUST027817,Platinum,200000,118301,Active
CC508609,CUST048565,Classic,50000,983,Active
CC508610,CUST032030,Gold,100000,54248,Active
CC508611,CUST032658,Classic,50000,11426,Active
CC508612,CUST034836,Gold,100000,79898,Blocked
CC508613,CUST044610,Gold,100000,43199,Active
CC508614,CUST047651,Platinum,200000,69241,Active
CC508615,CUST015009,Platinum,200000,128759,Active
CC508616,CUST013758,Platinum,200000,68972,Active
CC508617,CUST039069,Platinum,200000,187271,Active
CC508618,CUST031236,Platinum,200000,184146,Active
CC508619,CUST032340,Platinum,200000,129968,Active
CC508620,CUST046699,Platinum,200000,30184,Active
CC508621,CUST041606,Platinum,200000,8732,Active
CC508622,CUST048452,Platinum,200000,72440,Active
CC508623,CUST007948,Gold,100000,58541,Active
CC508624,CUST040309,Platinum,200000,164962,Active
CC508625,CUST003421,Classic,50000,22128,Active
CC508626,CUST019017,Platinum,200000,189628,Active
CC508627,CUST012077,Platinum,200000,63767,Blocked
CC508628,CUST002421,Classic,50000,20310,Active
CC508629,CUST032929,Gold,100000,59168,Active
CC508630,CUST037689,Classic,50000,6229,Active
CC508631,CUST043098,Platinum,200000,11747,Active
CC508632,CUST028910,Classic,50000,26039,Active
CC508633,CUST045715,Classic,50000,15072,Active
CC508634,CUST038395,Platinum,200000,144347,Active
CC508635,CUST049365,Gold,100000,30366,Active
CC508636,CUST032372,Classic,50000,49595,Active
CC508637,CUST044967,Gold,100000,11621,Active
CC508638,CUST038209,Platinum,200000,47514,Active
CC508639,CUST036214,Gold,100000,89448,Active
CC508640,CUST029800,Gold,100000,4687,Active
CC508641,CUST041149,Classic,50000,46692,Active
CC508642,CUST040495,Platinum,200000,51274,Active
CC508643,CUST003410,Platinum,200000,104926,Active
CC508644,CUST018610,Platinum,200000,174467,Active
CC508645,CUST021269,Gold,100000,70615,Active
CC508646,CUST020731,Classic,50000,16391,Active
CC508647,CUST023233,Classic,50000,36820,Active
CC508648,CUST009085,Classic,50000,21182,Active
CC508649,CUST018784,Platinum,200000,50683,Active
CC508650,CUST014274,Classic,50000,46124,Active
CC508651,CUST048348,Classic,50000,19276,Active
CC508652,CUST046586,Classic,50000,3636,Active
CC508653,CUST014924,Classic,50000,9730,Active
CC508654,CUST022651,Platinum,200000,80115,Active
CC508655,CUST031645,Gold,100000,79135,Active
CC508656,CUST048725,Gold,100000,89161,Active
CC508657,CUST021000,Classic,50000,37343,Active
CC508658,CUST003826,Gold,100000,28384,Active
CC508659,CUST047268,Platinum,200000,61463,Active
CC508660,CUST001115,Platinum,200000,22340,Active
CC508661,CUST049140,Gold,100000,67956,Active
CC508662,CUST012339,Classic,50000,25184,Active
CC508663,CUST023251,Platinum,200000,168601,Active
CC508664,CUST000255,Classic,50000,28651,Active
CC508665,CUST025805,Gold,100000,2191,Active
CC508666,CUST007217,Classic,50000,35705,Active
CC508667,CUST031332,Platinum,200000,189914,Active
CC508668,CUST003680,Platinum,200000,156791,Active
CC508669,CUST038435,Platinum,200000,43509,Active
CC508670,CUST049114,Platinum,200000,40791,Active
CC508671,CUST028822,Platinum,200000,87910,Active
CC508672,CUST045565,Gold,100000,54819,Active
CC508673,CUST030620,Platinum,200000,59203,Active
CC508674,CUST013275,Gold,100000,42117,Active
CC508675,CUST010721,Gold,100000,15437,Active
CC508676,CUST000648,Gold,100000,98437,Active
CC508677,CUST025301,Platinum,200000,57550,Active
CC508678,CUST001593,Platinum,200000,125865,Active
CC508679,CUST007656,Gold,100000,41534,Active
CC508680,CUST030566,Platinum,200000,32575,Active
CC508681,CUST008676,Platinum,200000,109592,Active
CC508682,CUST045300,Platinum,200000,151665,Active
CC508683,CUST006691,Classic,50000,44912,Active
CC508684,CUST024456,Classic,50000,25760,Active
CC508685,CUST049738,Platinum,200000,174892,Active
CC508686,CUST049621,Gold,100000,8098,Active
CC508687,CUST027561,Platinum,200000,31362,Active
CC508688,CUST000046,Classic,50000,31654,Active
CC508689,CUST011650,Gold,100000,30542,Active
CC508690,CUST043132,Classic,50000,47539,Active
CC508691,CUST006473,Platinum,200000,157423,Active
CC508692,CUST012349,Platinum,200000,13530,Active
CC508693,CUST031533,Platinum,200000,53071,Active
CC508694,CUST007461,Gold,100000,46926,Active
CC508695,CUST023246,Classic,50000,13636,Active
CC508696,CUST024553,Platinum,200000,52738,Active
CC508697,CUST004681,Classic,50000,14547,Active
CC508698,CUST027516,Classic,50000,30844,Active
CC508699,CUST005288,Classic,50000,43970,Active
CC508700,CUST029734,Gold,100000,81912,Active
CC508701,CUST007667,Platinum,200000,182663,Active
CC508702,CUST018449,Classic,50000,3862,Active
CC508703,CUST003648,Classic,50000,28945,Blocked
CC508704,CUST022611,Gold,100000,84733,Active
CC508705,CUST032394,Classic,50000,19951,Active
CC508706,CUST003221,Classic,50000,35627,Active
CC508707,CUST012238,Platinum,200000,174490,Active
CC508708,CUST007720,Gold,100000,33778,Active
CC508709,CUST029735,Classic,50000,47973,Active
CC508710,CUST033809,Gold,100000,40596,Active
CC508711,CUST041196,Platinum,200000,111552,Active
CC508712,CUST044105,Gold,100000,5986,Active
CC508713,CUST027066,Platinum,200000,145386,Active
CC508714,CUST019848,Classic,50000,38910,Active
CC508715,CUST009317,Platinum,200000,187506,Active
CC508716,CUST016918,Platinum,200000,147129,Active
CC508717,CUST038771,Classic,50000,13249,Active
CC508718,CUST000821,Gold,100000,10508,Active
CC508719,CUST038514,Platinum,200000,140485,Active
CC508720,CUST043138,Classic,50000,45949,Active
CC508721,CUST032563,Gold,100000,63209,Active
CC508722,CUST021782,Platinum,200000,123369,Active
CC508723,CUST015312,Gold,100000,73841,Active
CC508724,CUST012067,Classic,50000,13086,Active
CC508725,CUST047335,Gold,100000,4957,Active
CC508726,CUST048038,Platinum,200000,48615,Active
CC508727,CUST030582,Classic,50000,20305,Blocked
CC508728,CUST031193,Gold,100000,62217,Active
CC508729,CUST030191,Gold,100000,3837,Active
CC508730,CUST031222,Classic,50000,39107,Active
CC508731,CUST018848,Platinum,200000,83760,Active
CC508732,CUST044564,Gold,100000,77646,Active
CC508733,CUST021275,Platinum,200000,96781,Active
CC508734,CUST017744,Classic,50000,21032,Active
CC508735,CUST042855,Platinum,200000,61278,Active
CC508736,CUST013919,Platinum,200000,66126,Blocked
CC508737,CUST015081,Classic,50000,23212,Active
CC508738,CUST020744,Gold,100000,50564,Active
CC508739,CUST007333,Platinum,200000,118743,Active
CC508740,CUST002454,Classic,50000,39958,Active
CC508741,CUST016026,Classic,50000,41702,Blocked
CC508742,CUST008357,Classic,50000,24068,Active
CC508743,CUST038349,Gold,100000,24500,Active
CC508744,CUST027352,Platinum,200000,143080,Active
CC508745,CUST034250,Classic,50000,24763,Active
CC508746,CUST044342,Gold,100000,94199,Active
CC508747,CUST031062,Gold,100000,63002,Active
CC508748,CUST049965,Gold,100000,6951,Active
CC508749,CUST034840,Gold,100000,521,Active
CC508750,CUST001965,Gold,100000,82361,Active
CC508751,CUST049205,Classic,50000,12643,Active
CC508752,CUST001902,Classic,50000,16609,Active
CC508753,CUST009969,Classic,50000,33683,Active
CC508754,CUST008379,Classic,50000,43041,Active
CC508755,CUST004241,Classic,50000,37559,Active
CC508756,CUST001156,Classic,50000,40735,Active
CC508757,CUST038821,Platinum,200000,116567,Active
CC508758,CUST014689,Platinum,200000,113456,Active
CC508759,CUST000730,Gold,100000,22089,Active
CC508760,CUST044923,Platinum,200000,28240,Active
CC508761,CUST034564,Gold,100000,2764,Active
CC508762,CUST026413,Classic,50000,8225,Active
CC508763,CUST007184,Gold,100000,75151,Active
CC508764,CUST024734,Gold,100000,16374,Active
CC508765,CUST001157,Classic,50000,35912,Active
CC508766,CUST020075,Classic,50000,3984,Active
CC508767,CUST048443,Classic,50000,8321,Active
CC508768,CUST045182,Classic,50000,36933,Active
CC508769,CUST035296,Classic,50000,35648,Active
CC508770,CUST014332,Platinum,200000,172100,Active
CC508771,CUST016440,Gold,100000,35500,Active
CC508772,CUST039632,Platinum,200000,80010,Active
CC508773,CUST010427,Platinum,200000,91368,Active
CC508774,CUST008206,Gold,100000,61415,Active
CC508775,CUST011102,Platinum,200000,51148,Active
CC508776,CUST015055,Classic,50000,5800,Active
CC508777,CUST020439,Gold,100000,48961,Active
CC508778,CUST044740,Platinum,200000,73459,Active
CC508779,CUST002114,Gold,100000,50389,Active
CC508780,CUST023401,Classic,50000,49699,Active
CC508781,CUST040359,Classic,50000,17823,Active
CC508782,CUST005730,Classic,50000,3275,Active
CC508783,CUST045255,Gold,100000,99249,Active
CC508784,CUST048760,Platinum,200000,2676,Active
CC508785,CUST030199,Classic,50000,311,Active
CC508786,CUST042047,Gold,100000,28279,Active
CC508787,CUST044139,Platinum,200000,22418,Active
CC508788,CUST017994,Gold,100000,60655,Active
CC508789,CUST015941,Gold,100000,49340,Active
CC508790,CUST044500,Gold,100000,9608,Active
CC508791,CUST019294,Classic,50000,11623,Active
CC508792,CUST037461,Classic,50000,9206,Active
CC508793,CUST028600,Gold,100000,11462,Active
CC508794,CUST012212,Classic,50000,49702,Active
CC508795,CUST031747,Gold,100000,6877,Active
CC508796,CUST030015,Gold,100000,50592,Active
CC508797,CUST018246,Gold,100000,20384,Active
CC508798,CUST029020,Classic,50000,6822,Active
CC508799,CUST007537,Platinum,200000,186939,Active
CC508800,CUST044548,Gold,100000,13597,Active
CC508801,CUST034976,Gold,100000,68763,Active
CC508802,CUST013563,Classic,50000,37867,Active
CC508803,CUST022908,Platinum,200000,105418,Active
CC508804,CUST034992,Gold,100000,8779,Active
CC508805,CUST032868,Platinum,200000,31683,Active
CC508806,CUST015390,Gold,100000,1449,Active
CC508807,CUST037338,Gold,100000,80912,Active
CC508808,CUST006931,Platinum,200000,33219,Active
CC508809,CUST006194,Platinum,200000,132451,Active
CC508810,CUST037673,Gold,100000,12733,Active
CC508811,CUST002992,Classic,50000,38166,Active
CC508812,CUST007758,Platinum,200000,88277,Active
CC508813,CUST009343,Classic,50000,30874,Active
CC508814,CUST026957,Gold,100000,21696,Active
CC508815,CUST034739,Platinum,200000,54199,Active
CC508816,CUST040644,Classic,50000,37793,Active
CC508817,CUST043249,Platinum,200000,56280,Active
CC508818,CUST031701,Gold,100000,86444,Active
CC508819,CUST044410,Gold,100000,14149,Active
CC508820,CUST013502,Platinum,200000,30462,Active
CC508821,CUST011451,Classic,50000,48236,Active
CC508822,CUST044351,Platinum,200000,7458,Active
CC508823,CUST026664,Gold,100000,36206,Active
CC508824,CUST041608,Classic,50000,32102,Active
CC508825,CUST008359,Platinum,200000,151278,Active
CC508826,CUST006172,Platinum,200000,139818,Active
CC508827,CUST031488,Classic,50000,48438,Active
CC508828,CUST006560,Platinum,200000,156721,Active
CC508829,CUST000763,Platinum,200000,173370,Active
CC508830,CUST020110,Classic,50000,5679,Active
CC508831,CUST020166,Classic,50000,27441,Active
CC508832,CUST034853,Platinum,200000,26146,Active
CC508833,CUST001194,Gold,100000,82316,Active
CC508834,CUST034627,Platinum,200000,116382,Active
CC508835,CUST027344,Gold,100000,27658,Active
CC508836,CUST046524,Classic,50000,36330,Active
CC508837,CUST008334,Classic,50000,32849,Active
CC508838,CUST030591,Gold,100000,11074,Active
CC508839,CUST041743,Gold,100000,55798,Active
CC508840,CUST038020,Gold,100000,47032,Active
CC508841,CUST005370,Classic,50000,45738,Active
CC508842,CUST014093,Classic,50000,14938,Active
CC508843,CUST022011,Platinum,200000,162567,Active
CC508844,CUST003728,Classic,50000,18137,Active
CC508845,CUST011907,Platinum,200000,157865,Active
CC508846,CUST040359,Platinum,200000,110119,Active
CC508847,CUST032214,Gold,100000,65909,Active
CC508848,CUST017478,Classic,50000,17509,Active
CC508849,CUST028847,Platinum,200000,184544,Active
CC508850,CUST017809,Gold,100000,57946,Active
CC508851,CUST013574,Gold,100000,78025,Active
CC508852,CUST038690,Classic,50000,36405,Active
CC508853,CUST048534,Gold,100000,46293,Active
CC508854,CUST016747,Platinum,200000,8789,Active
CC508855,CUST005176,Classic,50000,2744,Active
CC508856,CUST027862,Platinum,200000,168232,Active
CC508857,CUST024351,Classic,50000,38499,Active
CC508858,CUST034175,Classic,50000,3955,Active
CC508859,CUST036578,Platinum,200000,21202,Active
CC508860,CUST002579,Classic,50000,6077,Active
CC508861,CUST004968,Gold,100000,76209,Active
CC508862,CUST044791,Gold,100000,42841,Active
CC508863,CUST039551,Classic,50000,14452,Active
CC508864,CUST038357,Platinum,200000,68908,Active
CC508865,CUST038473,Gold,100000,26823,Active
CC508866,CUST048342,Gold,100000,86089,Active
CC508867,CUST014458,Gold,100000,27784,Active
CC508868,CUST018272,Gold,100000,34849,Active
CC508869,CUST040740,Classic,50000,45551,Active
CC508870,CUST005222,Classic,50000,28301,Active
CC508871,CUST039220,Platinum,200000,166387,Active
CC508872,CUST011550,Gold,100000,36568,Active
CC508873,CUST000556,Platinum,200000,196375,Active
CC508874,CUST035410,Classic,50000,12978,Active
CC508875,CUST025252,Gold,100000,3178,Active
CC508876,CUST014082,Platinum,200000,108233,Active
CC508877,CUST011270,Platinum,200000,98110,Active
CC508878,CUST040725,Classic,50000,40224,Active
CC508879,CUST005256,Gold,100000,25416,Active
CC508880,CUST013168,Platinum,200000,35777,Active
CC508881,CUST025015,Classic,50000,3591,Active
CC508882,CUST046668,Platinum,200000,50769,Active
CC508883,CUST032367,Platinum,200000,85343,Active
CC508884,CUST044709,Platinum,200000,149418,Active
CC508885,CUST020930,Gold,100000,71446,Active
CC508886,CUST048150,Gold,100000,35591,Active
CC508887,CUST028772,Classic,50000,32414,Active
CC508888,CUST043522,Gold,100000,69986,Active
CC508889,CUST013225,Classic,50000,17063,Active
CC508890,CUST032824,Gold,100000,72749,Active
CC508891,CUST044630,Gold,100000,9077,Active
CC508892,CUST046509,Platinum,200000,145422,Active
CC508893,CUST048414,Classic,50000,5653,Active
CC508894,CUST046872,Gold,100000,9705,Active
CC508895,CUST024884,Gold,100000,20881,Active
CC508896,CUST043983,Classic,50000,6606,Active
CC508897,CUST003601,Gold,100000,95652,Active
CC508898,CUST010672,Classic,50000,12361,Active
CC508899,CUST032408,Gold,100000,67491,Active
CC508900,CUST036629,Classic,50000,32716,Active
CC508901,CUST049309,Platinum,200000,44352,Active
CC508902,CUST036000,Gold,100000,54485,Active
CC508903,CUST040790,Classic,50000,6532,Blocked
CC508904,CUST044299,Gold,100000,20381,Active
CC508905,CUST031008,Gold,100000,56522,Active
CC508906,CUST042141,Gold,100000,23684,Active
CC508907,CUST039038,Classic,50000,39936,Active
CC508908,CUST028093,Platinum,200000,131076,Active
CC508909,CUST003255,Classic,50000,6108,Active
CC508910,CUST015625,Platinum,200000,2264,Active
CC508911,CUST033494,Platinum,200000,47187,Active
CC508912,CUST029086,Platinum,200000,12262,Active
CC508913,CUST019134,Gold,100000,78476,Active
CC508914,CUST007165,Platinum,200000,135257,Active
CC508915,CUST039333,Gold,100000,2358,Blocked
CC508916,CUST045395,Gold,100000,38551,Active
CC508917,CUST035565,Gold,100000,93352,Active
CC508918,CUST009806,Gold,100000,19149,Active
CC508919,CUST025158,Gold,100000,98995,Active
CC508920,CUST014306,Platinum,200000,27215,Active
CC508921,CUST041958,Gold,100000,28361,Active
CC508922,CUST014332,Platinum,200000,140912,Active
CC508923,CUST009416,Classic,50000,31924,Active
CC508924,CUST037692,Platinum,200000,15750,Active
CC508925,CUST005695,Gold,100000,60205,Active
CC508926,CUST041485,Classic,50000,34426,Active
CC508927,CUST006611,Platinum,200000,163107,Active
CC508928,CUST037049,Gold,100000,55107,Active
CC508929,CUST002944,Gold,100000,92807,Active
CC508930,CUST005744,Gold,100000,75542,Active
CC508931,CUST034649,Gold,100000,29341,Active
CC508932,CUST049140,Classic,50000,38234,Active
CC508933,CUST017449,Platinum,200000,117156,Active
CC508934,CUST022034,Classic,50000,11485,Active
CC508935,CUST022005,Classic,50000,43342,Active
CC508936,CUST024451,Platinum,200000,176640,Active
CC508937,CUST043096,Gold,100000,71715,Active
CC508938,CUST025044,Classic,50000,5237,Active
CC508939,CUST044900,Gold,100000,76581,Active
CC508940,CUST018464,Classic,50000,29660,Active
CC508941,CUST018294,Classic,50000,14134,Active
CC508942,CUST030617,Classic,50000,28873,Active
CC508943,CUST030141,Gold,100000,67215,Blocked
CC508944,CUST020059,Platinum,200000,69644,Active
CC508945,CUST001511,Platinum,200000,95671,Active
CC508946,CUST030045,Platinum,200000,191700,Active
CC508947,CUST028922,Platinum,200000,78974,Active
CC508948,CUST042324,Classic,50000,22930,Blocked
CC508949,CUST017674,Gold,100000,29966,Active
CC508950,CUST021078,Platinum,200000,77800,Active
CC508951,CUST000460,Classic,50000,15303,Active
CC508952,CUST008460,Classic,50000,36220,Active
CC508953,CUST014547,Platinum,200000,109358,Active
CC508954,CUST043916,Classic,50000,23013,Active
CC508955,CUST042094,Classic,50000,48457,Active
CC508956,CUST049546,Gold,100000,36450,Active
CC508957,CUST016704,Classic,50000,45504,Active
CC508958,CUST006539,Platinum,200000,105762,Active
CC508959,CUST014221,Gold,100000,120,Active
CC508960,CUST041510,Platinum,200000,116305,Active
CC508961,CUST002262,Gold,100000,90051,Active
CC508962,CUST001366,Platinum,200000,49396,Active
CC508963,CUST034276,Gold,100000,10246,Active
CC508964,CUST045795,Gold,100000,22092,Active
